"Country","Continent","LE","Year","Population","Urban.pop","GDP","Household.consump","Unemployment","Forest.area","Arable.land","Water","Food.prod.index","Health.expend","Immunization","Sanitation.faci","Immunization.measles","Health.exp.pocket","Fixed.tel","Mobile.cel","Internet.users"
"Chad","Africa",46.79,2001,6.88,21.67,197.3,7.30747726019651,6.9,4.99,0.45,45.2,90.79,2.4,26,9.9,26,57.93,0.12,0.26,0.05
"Japan","Asia",82.32,2006,350.77,87.06,34075.98,14.7409938722866,4.1,68.43,0.03,100,99.1,6.51,98,100,97,16.99,44.07,78.52,68.69
"Italy","Europe",81.28,2006,197.67,67.86,33426.17,13.9613180845648,6.8,29.96,0.13,100,96.16,6.91,96,99.5,88,18.65,45.52,136.12,37.99
"Israel","Asia",80.55,2006,325.96,91.58,21905.02,11.3646703222614,8.4,7.15,0.04,100,100.11,4.46,95,100,96,25.9,44.46,124.34,27.88
"Israel","Asia",80.5,2007,331.8,91.64,25008.6,11.5393946448714,7.3,7.14,0.04,100,103.98,4.32,95,100,97,27.13,44.37,128.45,48.13
"Finland","Europe",79.72,2009,17.57,83.43,47107.16,11.7916869419593,8.2,73.06,0.42,100,100.38,6.86,99,97.6,98,18.88,26.76,144.09,82.49
"Finland","Europe",79.26,2007,17.39,83.17,48288.55,11.7333936807636,6.8,72.92,0.43,100,101.16,5.98,99,97.5,98,19.33,32.88,114.88,80.78
"Finland","Europe",79.21,2006,17.32,83.04,41120.68,11.6007373298173,7.6,72.86,0.43,100,100.47,6.25,97,97.5,97,19.07,36.26,107.63,79.66
"Cyprus","Asia",79,2008,116.56,67.84,34950.35,9.81926591696043,3.6,18.71,0.08,100,89.59,2.85,97,100,87,49.7,38.37,94.4,42.31
"Cyprus","Asia",78.73,2006,113.45,68.13,26455.13,9.41044126877027,4.5,18.71,0.11,100,93.37,2.66,97,100,87,46.63,38.95,82.78,35.83
"Ireland","Europe",78.54,2004,59.08,60.2,47641.01,11.3137878271079,4.5,9.91,0.3,96.8,100.36,5.83,89,89.6,81,15.02,49.32,94.47,36.99
"Tunisia","Africa",74.45,2009,67.2,65.77,4162.51,10.1924379453295,13.3,6.28,0.26,95.2,103.87,3.51,99,88.3,98,37.52,12.16,93.21,34.07
"Malaysia","Asia",74.16,2008,82.78,69.23,8486.6,11.5442994149504,3.3,65.84,0.03,96.7,114.55,1.94,97,94.6,95,34.72,16.53,101.5,55.8
"Congo, Rep.","Africa",53.5,2004,9.99,60.53,1362.2,7.33005783827997,6.6,65.85,0.14,71.2,93.92,1.37,67,13.2,65,45.82,0.4,11.12,1.08
"Mali","Africa",51.03,2004,10.22,31.3,399.38,8.13183948645749,8.8,4.58,0.4,54.7,91.16,3.09,69,19.7,63,50.49,0.57,3.52,0.43
"Burundi","Africa",49.56,2004,298.35,9.14,119.46,6.69246828394571,7.3,7.18,0.13,73,98.37,3.61,83,45.3,78,42.74,0.37,1.34,0.35
"Lesotho","Africa",43.82,2003,62.54,21.14,510.42,6.9791359640385,38.6,1.4,0.16,79.5,91.89,4.04,90,25.3,85,29.96,1.85,6.63,1.53
"Italy","Europe",80.13,2001,193.72,67.28,20409,13.4501174351898,9.6,28.72,0.15,100,98.4,6.12,93,99.5,77,21.05,47.82,89.59,27.22
"Tunisia","Africa",74.3,2008,66.48,65.6,4342.82,10.2172243582511,12.4,6.18,0.27,94.7,110.19,3.04,99,87.7,98,39.93,11.92,82.78,27.53
"Tunisia","Africa",74.2,2007,65.82,65.43,3805.15,10.0837941640239,12.4,6.08,0.27,94.1,104.09,2.95,98,87,98,41.38,12.39,76.34,17.1
"Morocco","Africa",70.64,2012,73.91,58.7,2931.4,10.9914250680061,9,12.67,0.24,84.6,124.87,2.18,99,75.6,99,56.94,10.08,119.97,55.42
"Mozambique","Africa",49.84,2012,32.72,31.42,564.81,9.25665604855345,22.6,49.03,0.22,50.1,156.3,2.88,76,19.8,82,7.52,0.35,34.94,4.85
"Costa Rica","North America",78.73,2007,85.58,68.17,6024.08,9.77507105649672,4.6,49.68,0.05,96.6,108.11,5.63,89,93.3,90,28.74,32.19,33.79,28.4
"Costa Rica","North America",78.58,2006,84.39,66.93,5228.03,9.60987928817883,5.9,49.23,0.05,96.4,110.67,5.4,89,93,90,26.88,30.27,32.87,25.1
"Armenia","Asia",74.09,2009,104.18,63.79,2915.58,8.83595960091852,18.7,11.63,0.15,97.9,119.64,2.01,93,89.5,96,53.08,20.21,73.83,15.3
"Serbia","Europe",73.99,2009,83.7,55.16,5821.31,10.4070471424979,16.6,30.48,0.45,99.3,106.74,6.49,95,96.6,95,35.17,38.98,124.4,38.1
"Romania","Europe",71.31,2003,93.82,52.91,2774.96,10.5816586492768,7,27.75,0.43,88.8,95.29,4.52,97,74.8,97,14.81,19.51,31.71,8.9
"Dominican Republic","North America",71.26,2003,185.59,64.6,2372.63,9.71974738999668,16.7,32.81,0.09,86.6,93.58,1.82,79,78.9,83,48.14,10.02,23.06,7.9
"Turkey","Asia",71.07,2002,84.62,65.95,3570.55,11.971447747581,10.4,13.48,0.37,93.8,92.53,3.79,78,89.1,83,19.84,29.05,35.87,11.38
"Madagascar","Africa",59.11,2001,27.92,27.39,278.99,8.13897937091539,4,22.33,0.18,38.8,87.55,2.65,60,10.4,59,35.92,0.36,0.91,0.22
"Uganda","Africa",56.49,2009,160.49,14.19,557.52,9.48738254087418,4.2,14.45,0.21,70.9,108.65,2.07,79,17.8,77,42.3,0.71,28.55,9.78
"Chile","South America",77.74,2003,21.15,86.92,4948.75,10.8127280900928,8.5,21.46,0.1,96,91.84,2.69,96,93.6,96,42.1,20.33,45.44,25.47
"Poland","Europe",75.54,2008,124.47,61.12,13906.22,12.7014917053387,7.1,30.29,0.32,97.3,102.06,4.94,99,92.8,98,22.8,24.76,115.02,53.13
"Estonia","Europe",73.77,2008,31.54,68.35,18094.55,9.48798119944223,5.5,52.87,0.45,99.4,108.95,4.71,95,97.1,95,19.66,38.09,124.21,70.58
"Thailand","Asia",71.98,2004,128.02,36.26,2643.48,11.4925691744308,1.5,31.87,0.23,93.8,100.21,2.28,98,92.8,96,26.09,10.47,41.43,10.68
"Mauritania","Africa",60.11,2004,2.97,52.38,598.21,7.15623123817406,32.5,0.27,0.13,47,97.12,2.45,70,28.4,73,45.21,1.28,17.1,0.48
"Kazakhstan","Asia",68.43,2009,5.96,53.91,7165.28,10.9822533629466,6.6,1.23,1.78,93.2,125.53,2.65,98,97.3,99,35.36,24.5,108.38,18.2
"Paraguay","South America",72.19,2012,16.06,58.94,3858.04,9.76925877393738,4.9,41.02,0.69,93.4,127.89,4.14,87,85.4,91,52.44,6.15,101.59,29.34
"Bolivia","South America",66.93,2012,9.45,67.28,2645.29,9.68758584068893,2.7,51.35,0.43,88.5,130.98,4.14,93,48.4,96,23.23,8.39,90.44,35.34
"Finland","Europe",78.37,2003,17.11,82.64,32816.16,11.3584606024594,9,73.09,0.42,100,97.79,5.93,98,97.5,97,20.9,49.25,91.06,69.22
"Ireland","Europe",78.14,2003,58.01,59.93,41170.07,11.1705186736625,4.5,9.74,0.3,96.7,99.93,5.6,86,89.5,78,15.31,48.75,87.27,34.31
"Chile","South America",77.96,2004,21.4,87.19,6323.76,11.0231849790654,8.8,21.52,0.09,96.3,95.05,2.64,93,94.2,94,41.24,20.52,57.28,28.18
"Ireland","Europe",77.63,2002,57.08,59.65,32537.96,10.9139523645523,4.2,9.56,0.3,96.6,98.3,5.38,83,89.4,73,14.27,50.18,76.22,25.85
"Croatia","Europe",74.72,2002,79.41,55.88,6053.72,9.73894834836296,15.1,33.84,0.19,98.4,113.6,5.02,95,97.3,95,18.63,41.23,52.25,17.76
"Croatia","Europe",74.61,2003,79.41,56.04,7805.88,9.96020856517456,13.9,33.91,0.19,98.5,90.04,5.32,94,97.3,95,16.68,42.42,57.52,22.75
"Slovak Republic","Europe",73.6,2002,111.79,56.01,6524.86,9.90169093959318,18.6,40.03,0.26,99.9,98.63,5.01,99,98.9,99,10.94,26.03,54.26,40.14
"Slovak Republic","Europe",73.4,2001,111.83,56.16,5708.08,9.76656126090051,19.3,39.98,0.27,99.8,94.17,4.91,99,98.9,99,10.71,28.88,39.85,12.53
"Bangladesh","Asia",67.09,2004,1082,26.11,462.27,10.788083468515,4.5,11.2,0.06,79.1,91,1.2,99,49.7,81,57.94,0.59,1.97,0.2
"Nepal","Asia",65.24,2006,179.94,15.5,350.61,8.91543896942489,2.3,25.36,0.09,83.2,101.03,1.98,89,31.5,85,47.21,2.39,4.51,1.14
"Japan","Asia",82.03,2004,350.51,84.64,36441.5,14.7966334578575,4.7,68.38,0.03,100,99.94,6.46,99,100,98,16.25,47.02,72.16,62.39
"Croatia","Europe",75.71,2007,79.27,56.82,13546.7,10.469690454862,9.6,34.13,0.19,98.9,107.09,6.56,96,97.2,96,12.45,42.26,115.23,41.44
"Jamaica","North America",72.32,2008,246.72,53.37,5119.34,9.40856152430115,10.6,31.2,0.04,93.7,96.15,2.89,91,81.4,88,32.96,11.64,100.16,23.6
"Chile","South America",77.46,2002,20.91,86.65,4566.52,10.7504099853163,8.9,21.41,0.11,95.6,90.07,2.93,97,92.9,95,40.97,21.92,39.47,22.1
"Burkina Faso","Africa",53.14,2006,50.56,22.34,422.48,8.33869551426677,2.3,21.52,0.34,71,103.5,4.19,86,15,88,39.37,0.69,7.35,0.63
"Malaysia","Asia",74.33,2009,84.19,70.08,7312.01,11.5007022651061,3.7,66.59,0.03,97,114.81,2.34,97,95,95,31.45,16.28,108.47,55.9
"Slovak Republic","Europe",74.21,2007,111.74,55.26,16014.6,10.775419208453,11,40.22,0.26,99.9,90.13,5.18,99,98.8,99,26.22,24.23,112.25,61.8
"Malaysia","Asia",74,2007,81.36,68.36,7240.68,11.378153188482,3.2,65.08,0.03,96.4,105.13,1.96,97,94.2,95,35.76,16.22,87.07,55.7
"Hungary","Europe",72.35,2002,113.35,65.08,6646.24,10.5115132963165,5.8,21.68,0.45,98.6,91.16,5.33,99,98,99,26.28,36.08,67.72,16.67
"Hungary","Europe",72.3,2003,113.03,65.49,8391.14,10.773423721754,5.9,21.83,0.45,98.8,83.51,6.09,99,98,99,25.5,35.52,78.33,21.63
"Bulgaria","Europe",72.07,2003,71.93,69.88,2693.76,9.56110920915196,13.7,32.55,0.42,99.7,94.13,4.71,96,85.8,96,36.98,36.09,44.84,12.04
"Turkey","Asia",71.56,2003,85.83,66.57,4586.81,12.2824824699595,10.5,13.6,0.35,94.5,93.8,3.84,68,89.7,75,18.46,28.69,42.29,12.33
"Romania","Europe",71.16,2001,96.35,52.85,1839.73,10.2437415578188,6.6,27.73,0.42,86.5,91.45,3.55,99,74.1,98,18.88,18.45,17.23,4.54
"Estonia","Europe",70.26,2001,32.75,69.24,4498.96,8.15234205619333,12.4,52.96,0.49,99,92.31,3.82,94,97,95,18.99,37.32,48,31.53
"Belarus","Europe",68.51,2001,48.94,70.46,1244.44,8.88113605988975,6.5,40.95,0.58,99.5,82.92,4.74,99,94.8,99,18.28,28.85,1.39,4.3
"Kazakhstan","Asia",65.87,2003,5.52,55.12,2068.12,9.78589249920996,8.8,1.24,1.9,93.6,93.82,2.01,99,97,99,44.88,15.11,9.02,2
"Kazakhstan","Asia",65.77,2001,5.5,55.53,1490.93,9.50761652371227,10.4,1.24,1.98,93.7,93.16,1.97,95,96.8,95,42.71,13.32,4,1.01
"Slovenia","Europe",78.09,2006,99.65,50.41,19726.13,9.92133041761493,6,61.76,0.09,99.6,96.38,6.12,97,99.1,96,11.56,51.22,90.57,54.01
"Hungary","Europe",73.7,2008,112.02,67.87,15649.72,11.3376020837237,7.8,22.55,0.46,99.9,103.65,5,99,98,99,25.69,30.8,121.68,61
"Serbia","Europe",73.63,2007,84.4,55.06,5458.12,10.3164786028957,18.1,29.39,0.45,99.3,97.24,6.36,94,96.7,95,34.82,37,104.48,33.15
"Hungary","Europe",73.15,2007,112.22,67.37,13830.83,11.2299005311938,7.4,22.41,0.46,99.7,79.38,5.16,99,98,99,25.39,32.31,109.63,53.3
"Hungary","Europe",73.1,2006,112.39,66.86,11392.07,11.0197265735453,7.5,22.27,0.46,99.4,94.27,5.76,99,98,99,24.22,33.35,98.9,47.06
"Bulgaria","Europe",72.96,2008,68.99,71.62,7296.12,10.4834503573759,5.6,34.09,0.41,99.6,109.37,4.08,95,85.9,96,40.37,29.18,138.98,39.67
"Bulgaria","Europe",72.66,2007,69.47,71.28,5932.9,10.3232847964946,6.9,33.93,0.41,99.6,76.98,3.97,95,85.9,96,40.6,30.42,130.86,33.64
"Bulgaria","Europe",72.61,2006,70.87,70.93,4455.69,10.0316683436888,8.9,33.77,0.41,99.6,100.53,3.93,95,85.9,96,41.79,31.48,108.27,27.09
"Bulgaria","Europe",71.77,2001,72.5,69.17,1762.46,9.17068956634639,19.9,31.01,0.43,99.7,112.86,4.31,94,85.7,90,41.58,36.38,19.53,7.61
"Armenia","Asia",71.76,2001,107.48,64.39,692.3,7.54904058248941,35.9,11.69,0.15,93.1,70.93,1.59,94,89.3,93,69.78,17.37,0.83,1.63
"Argentina","South America",76.01,2012,15.38,91.3,14357.41,12.8986185453571,7.2,10.23,0.94,98.6,106.03,4.68,91,95.5,94,20.12,23.01,156.56,55.8
"Lao PDR","Asia",67.81,2012,28.05,35.37,1445.87,8.73629177285916,1.4,78.83,0.22,71.5,151.47,0.61,79,64.6,72,57.03,6.77,64.7,10.75
"Iceland","Europe",82.36,2011,3.18,93.73,45970.89,8.93415462942442,7.1,0.44,0.38,100,110.9,7.27,95,98.8,94,18.24,59.34,106.84,94.82
"Ireland","Europe",80.75,2011,66.44,62.11,52828.42,11.6293757017335,14.6,10.62,0.23,97.5,101.04,5.91,95,90.2,92,17.65,45.25,108.48,74.89
"Lebanon","Asia",80.13,2013,439.24,87.55,9870.49,10.5325350489888,6.2,13.41,0.03,99,96.08,3.64,81,80.7,79,34.27,18.04,80.56,70.5
"Cyprus","Asia",78.6,2005,111.75,68.27,24738.01,9.32614010886179,5.3,18.71,0.12,100,97.99,2.66,98,100,86,47.04,40.68,75.78,32.81
"Nepal","Asia",68.4,2013,194.17,17.88,692.34,9.64313591138291,2.7,25.36,0.08,89.8,130.36,2.6,92,42.6,88,46.15,2.98,76.85,13.3
"Rwanda","Africa",63.99,2013,449.05,26.87,679,8.62937121496585,0.6,18.91,0.11,74.9,172.83,6.55,99,60,97,18.39,0.38,56.8,9
"Rwanda","Africa",62.92,2011,427.91,24.92,606.9,8.516683061322,0.6,18.35,0.11,73.7,157.72,6.46,97,58.2,95,19.08,0.35,39.9,7
"Sudan","Africa",59.93,2005,16.87,32.76,661.63,9.78966018290676,14.7,11.83,0.47,58.5,100.88,1.42,78,24,69,59.91,1.48,4.76,1.29
"Burkina Faso","Africa",56.28,2013,62.44,28.19,708.84,8.84766460189832,3.3,19.99,0.36,81.9,123.92,3.75,88,19,82,33.23,0.81,66.38,9.1
"Burkina Faso","Africa",55.44,2011,58.87,26.51,665.81,8.76296830598782,3.3,20.43,0.35,80,112.28,3.62,91,18,89,36.18,0.88,48.03,3
"Finland","Europe",80.47,2011,17.73,83.69,50787.56,11.8983694139059,7.7,73.11,0.42,100,96.94,6.67,99,97.6,97,19.13,20.04,165.89,88.71
"Qatar","Asia",77.45,2005,72.09,97.45,53207.33,8.86958939458532,1.1,0,0.01,99.7,94.37,2.54,97,98.8,99,15.85,25.01,87.29,24.73
"Japan","Asia",81.93,2005,350.54,85.98,35781.17,14.786827697679,4.4,68.41,0.03,100,100.96,6.67,98,100,98,15.4,45.72,75.98,66.92
"Italy","Europe",80.78,2005,197.08,67.74,31973.93,13.9125669486182,7.7,29.78,0.13,100,100.43,6.82,95,99.5,87,19,42.69,121.86,35
"Israel","Asia",80.15,2005,320.24,91.52,20611.18,11.2845932256664,9,7.16,0.04,100,100,4.41,93,100,94,29.25,44.46,117.46,25.19
"Ireland","Europe",78.94,2005,60.38,60.48,50815.64,11.4097219546362,4.3,10.09,0.28,96.9,99.29,5.76,90,89.7,84,16.04,49.35,102.69,41.61
"Finland","Europe",78.82,2005,17.22,82.91,38969.17,11.5342972526469,8.4,72.7,0.43,100,101.94,6.22,97,97.5,97,20.07,40.41,100.45,74.48
"Cyprus","Asia",77.97,2000,102.09,68.65,14307.35,8.71622108367037,5,18.57,0.1,100,108.27,2.4,97,100,86,55.86,46.66,23.15,15.26
"Saudi Arabia","Asia",73.94,2005,11.51,80.98,13273.65,11.3679918274038,5.9,0.45,0.14,96.7,100.39,2.58,96,99.7,97,16.54,15.57,57.37,12.71
"Guatemala","North America",71.99,2013,146.42,50.66,3432.02,10.7493036728313,3,33.71,0.06,92.7,151.25,2.42,85,63.6,85,51.83,12.04,140.39,19.7
"Cameroon","Africa",51.89,2005,38.35,48.54,915.09,9.38766864974264,4.4,44.46,0.33,66.9,101.94,1.12,80,43.4,68,72.91,0.55,12.42,1.4
"Japan","Asia",82.84,2010,351.31,90.52,42909.23,14.9962050300837,5,68.48,0.03,100,96.98,7.87,98,100,94,14.43,51.53,96.81,78.21
"Iceland","Europe",81.9,2010,3.17,93.62,41620.07,8.82194032391457,7.6,0.43,0.39,100,110.45,7.47,96,98.8,93,18.19,60.88,107.24,93.39
"Luxembourg","Europe",80.63,2010,195.73,88.55,103267.28,9.7594491541437,4.4,33.47,0.12,100,92.5,6.59,99,97.6,96,9.58,53.63,143.14,90.62
"Iceland","Europe",79.65,2000,2.81,92.4,31737.47,8.58435826015569,2.3,0.29,0.46,100,94.67,7.7,98,98.8,91,18.95,69.82,76.42,44.47
"Korea, Rep.","Asia",75.84,2000,487.33,79.62,11947.58,12.6159044391082,4.4,65.19,0.04,93.4,103.33,2.18,97,100,95,41.07,56.25,58.33,44.7
"India","Asia",65.69,2010,414.03,30.93,1387.88,13.7784723957131,3.5,23.47,0.13,90.3,123.4,1.15,79,35.5,82,59.72,2.91,62.39,7.5
"Burkina Faso","Africa",52.66,2005,49.06,21.54,407,8.27972756709447,2.7,21.74,0.37,69.1,102.98,4.09,82,14.4,84,38.13,0.68,4.72,0.47
"Honduras","North America",70.48,2000,55.8,45.46,1138.15,8.52262640474511,3.9,57.13,0.17,80.8,71.18,3.59,94,63.3,98,43.47,4.79,2.49,1.2
"Slovak Republic","Europe",75.96,2011,112.26,54.41,18138.73,10.9353629944073,13.5,40.33,0.26,100,86.83,5.64,99,98.8,98,22.65,19.41,109.98,74.44
"Thailand","Asia",74.01,2011,130.95,45.39,5539.49,12.2312582585271,0.7,31.86,0.24,96.8,121.27,3.2,99,93.3,98,12.43,10.01,116.33,23.67
"Tunisia","Africa",73.5,2005,64.55,65.1,3217.97,9.90052316307211,14.2,5.89,0.27,92.9,100.75,2.87,98,85.6,96,40.83,12.51,56.52,9.66
"Costa Rica","North America",79.92,2013,92.17,74.96,10461.58,10.3775579014566,8.5,52.79,0.05,97.6,123.51,7.4,95,94.5,91,23.35,19.88,145.97,45.96
"Kazakhstan","Asia",70.45,2013,6.31,53.36,13611.54,11.733253777215,5.2,1.23,1.73,93,125.45,2.26,98,97.5,99,46.34,26.71,184.69,54
"Honduras","North America",73.8,2013,70.15,53.54,2356.52,9.62601518323821,3.9,43.19,0.13,90,118.59,4.28,87,81.3,89,45.14,7.65,95.92,17.8
"Dominican Republic","North America",71.69,2005,191.17,67.36,3681.07,10.2390021879465,18,34.19,0.09,86.5,99.25,1.49,87,79.9,79,55.71,9.59,38.78,11.48
"Honduras","North America",71.47,2005,61.49,48.52,1405.78,8.89373605463723,4.2,51.77,0.15,84.5,101.47,3.78,98,70.5,96,47.87,7.16,18.58,6.5
"Nepal","Asia",67.1,2010,187.48,16.82,595.43,9.43915183031524,2.7,25.36,0.08,87,113.37,2.44,82,37.9,86,48.81,3.14,34.25,7.93
"Chile","South America",76.76,2000,20.4,86.07,5229.18,10.8502229077886,9.2,21.3,0.12,94.9,83.33,2.6,91,91.7,97,41.88,21.37,22.01,16.6
"Lithuania","Europe",73.27,2010,49.42,66.76,11988.76,10.0763995613941,17.8,34.62,0.69,95,100.35,5.02,95,90.5,96,26.84,24.55,159.4,62.12
"Jordan","Asia",73.44,2010,68.1,82.47,4370.72,9.91200666166012,12.5,1.1,0.03,96.9,129.25,5.92,98,98.5,98,24.8,7.52,102.56,27.2
"Pakistan","Asia",66.59,2013,235.05,37.86,1275.36,12.1375226759477,5.1,2.02,0.17,91.1,93.78,1.01,73,60,63,54.87,3.5,70.13,10.9
"Uganda","Africa",58.02,2011,170.86,14.8,591.44,9.62691817143836,4.2,13.06,0.2,74.2,113.58,4.72,82,18.3,75,37.26,1.32,47.5,13.01
"Burundi","Africa",50.01,2005,308.96,9.38,140.82,6.84282201327651,7.3,7.05,0.12,73.3,100.45,3.2,87,45.6,87,47.73,0.36,1.97,0.54
"Burundi","Africa",52.62,2010,368.42,10.64,214.23,7.23106990406262,7.1,9.85,0.1,74.7,113.75,5.5,96,46.9,92,26.26,0.38,18.17,1
"Chad","Africa",49.77,2010,9.45,21.98,895.88,8.85069100883526,6.9,4.37,0.38,49.7,110.81,1.19,39,11.6,46,62.31,0.44,24.53,1.7
"Croatia","Europe",75.24,2005,79.38,56.41,10224.24,10.2109520314914,12.6,34.01,0.2,98.7,96.82,6.01,96,97.2,96,13.41,42.89,83.16,33.14
"Bulgaria","Europe",72.56,2005,71.24,70.58,3852.98,9.9186125902812,10.1,33.61,0.41,99.6,89.26,4.45,96,85.9,96,37.89,32.41,81.28,19.97
"Trinidad and Tobago","North America",68.6,2000,247.17,10.78,6431.01,8.45016838202398,12.1,45.54,0.03,93.3,97.99,1.84,90,90.7,90,47.17,24.98,12.77,7.72
"Bulgaria","Europe",71.66,2000,73.85,68.9,1609.28,9.07067017539225,16.2,30.51,0.43,99.7,114.83,3.77,93,85.6,89,39.07,36.02,9.22,5.37
"Fiji","Oceania",67.61,2000,44.4,47.91,2076.01,7.08094358768653,7.7,53.66,0.21,90.7,101.38,3.24,90,74.6,81,10.39,10.65,6.78,1.5
"Indonesia","Asia",67.25,2000,116.77,42,780.09,11.514676830434,6.1,54.87,0.1,77.9,78.3,0.71,75,47.1,76,46.55,3.19,1.76,0.93
"Madagascar","Africa",58.47,2000,27.07,27.12,246.28,8.07952508826797,2.6,22.39,0.18,38,88.44,2.47,57,10.3,57,38.57,0.35,0.4,0.2
"Namibia","Africa",55.12,2000,2.31,32.37,2059.41,7.80999576683346,20.3,9.76,0.43,78.5,83.84,4.21,79,27.4,69,5.64,5.8,4.32,1.64
"Niger","Africa",50.71,2000,8.86,16.19,160.22,7.31335371153554,5,1.05,1.25,43.7,70.57,1.52,34,6.6,37,64.59,0.18,0.02,0.04
"Equatorial Guinea","Africa",47.76,2000,18.93,38.81,1970.25,6.3060197798563,6.5,62.14,0.24,47.3,89.81,2.17,34,80.2,51,16.61,1.18,0.96,0.13
"Chad","Africa",46.69,2000,6.63,21.64,166.01,7.09191680865398,7.1,5.02,0.43,44.7,77.26,2.67,36,9.7,28,55.32,0.12,0.07,0.04
"Cote d'Ivoire","Africa",46.45,2000,51.94,43.54,648.81,8.89745125463642,4.1,32.48,0.17,77.9,94.94,1.84,65,17.6,68,55.5,1.63,2.93,0.23
"Lesotho","Africa",47.18,2000,61.14,19.55,415.5,6.85583020611722,26.6,1.38,0.18,79,103.34,3.48,83,23.9,74,35.39,1.2,1.16,0.21
"Kazakhstan","Asia",68.98,2011,6.13,53.58,11357.95,11.3794346429513,5.4,1.23,1.76,93.1,143.62,2.27,99,97.4,99,43.46,26.5,156.79,50.6
"Macedonia, FYR","Europe",73.24,2000,79.12,58.55,1875.13,7.95396488619053,32.2,37.67,0.28,99.3,98.42,5.04,95,89.8,97,42.3,24.72,5.64,2.49
"Hungary","Europe",72.65,2005,112.57,66.35,11155.96,11.0260593396036,7.2,22.13,0.46,99.2,95.16,5.91,99,98,99,25,33.83,92.31,38.97
"Romania","Europe",71.88,2005,92.7,53.17,4676.32,11.1413597735355,7.2,27.79,0.42,91.1,93.86,4.42,97,75.6,97,18.54,19.82,60.39,21.5
"Costa Rica","North America",79.28,2010,89.02,71.73,7985.95,10.0603391530197,7.3,51.02,0.05,97.2,114.88,7.09,88,93.9,83,24.03,22.71,66.99,36.5
"Slovak Republic","Europe",73.9,2005,111.7,55.56,11631.35,10.4757707687492,16.2,40.17,0.26,99.9,103.05,5.24,99,98.9,98,22.57,22.2,84.21,55.19
"Serbia","Europe",74.34,2010,83.37,55.21,5411.88,10.3350647531011,19.2,31.02,0.45,99.3,101.21,6.64,91,96.6,95,36.43,39.31,125.3,40.9
"Croatia","Europe",72.81,2000,79.16,55.59,4919.63,9.50334202036171,16.1,33.71,0.19,98.3,96.24,6.68,93,97.3,93,13.86,38.46,23.08,6.64
"Lithuania","Europe",72.02,2000,55.83,66.99,3297.35,8.92301956759257,15.9,32.23,0.82,91,91.37,4.5,94,86.6,97,26.12,33.95,14.98,6.43
"Hungary","Europe",71.25,2000,113.94,64.58,4619.53,10.1500573539665,6.4,21.39,0.45,98.2,91.26,5.08,99,98,99,26.27,37.15,30.09,7
"Bangladesh","Asia",65.32,2000,1008.53,23.59,406.53,10.6086090044981,3.3,11.28,0.06,76,89.49,1.07,82,45.4,74,57.78,0.37,0.21,0.07
"Sudan","Africa",59.52,2004,16.4,32.71,550.75,9.42289364371371,14.8,11.9,0.46,59.2,96.85,1.33,74,24.3,67,62.51,2.74,2.8,0.79
"Tanzania","Africa",54.88,2006,45.45,25.48,475.91,9.38545854659645,4.3,55.9,0.24,54.8,108.05,3.84,90,11.4,93,22.33,0.38,14.04,1.3
"Mali","Africa",52.9,2008,11.66,34.4,614.32,8.62544651885646,8.4,4.32,0.41,62.8,134.87,3.14,74,21.5,71,53.06,0.62,26.17,1.57
"Mozambique","Africa",48.02,2006,27.64,30.18,382.38,8.74428414149047,22.6,50.68,0.23,45.6,103.41,3.95,78,16.9,76,10.35,0.33,10.84,0.84
"Tunisia","Africa",73.3,2004,63.93,64.93,3139.54,9.87450869209582,13.9,5.79,0.28,92.4,93.25,2.91,97,85,95,40.25,12.1,37.55,8.53
"Vietnam","Asia",75.04,2008,274.51,29.13,1164.61,11.1690797308073,2.4,44.21,0.07,88.6,113.22,2.11,93,66.4,92,54.3,16.9,85.7,23.92
"Thailand","Asia",71.35,2002,125.54,33.78,2093.98,11.2589918524762,1.8,32.58,0.24,92.9,97.82,2.35,96,92.1,94,27.2,10.28,27.35,7.53
"Ukraine","Europe",68.29,2001,84.03,67.18,780.74,9.98324237262016,10.9,16.44,0.67,97.5,93.85,3.07,99,94.7,99,41.78,21.94,4.58,1.24
"Bangladesh","Asia",65.79,2001,1027.7,24.1,403.59,10.6261454759304,3.4,11.26,0.06,76.7,87.55,1.18,85,46.5,77,56.76,0.42,0.39,0.13
"Chile","South America",78.29,2006,21.9,87.69,9500.84,11.3694889496135,7.7,21.63,0.08,97,105.33,2.52,94,95.4,91,39.56,20.5,75.44,34.5
"Ukraine","Europe",68.21,2003,82.53,67.43,1048.52,10.2505746799054,9.1,16.48,0.68,97.4,86.81,4.04,97,94.9,99,38.7,23.24,13.59,3.15
"Azerbaijan","Asia",67.15,2001,98.19,51.59,703.67,8.24540021602824,10.9,10.57,0.23,75,82.88,0.85,77,67.2,68,63.22,10.55,8.91,0.31
"Kazakhstan","Asia",67.02,2008,5.81,54.11,8513.56,10.9412030365161,6.6,1.23,1.82,93.3,111.82,2.26,99,97.3,99,37.4,22.21,95.78,11
"Kazakhstan","Asia",65.97,2002,5.5,55.33,1658.03,9.62019981085481,9.3,1.24,1.91,93.7,94.93,1.93,95,96.9,95,45.89,14.24,7.02,1.67
"Kazakhstan","Asia",65.89,2004,5.56,54.92,2874.29,10.0466653932125,8.4,1.24,1.9,93.6,92.63,2.29,82,97,99,41.36,17.11,16.42,2.65
