"Country","Continent","LE","Year","Population","Urban.pop","GDP","Household.consump","Unemployment","Forest.area","Arable.land","Water","Food.prod.index","Health.expend","Immunization","Sanitation.faci","Immunization.measles","Health.exp.pocket","Fixed.tel","Mobile.cel","Internet.users"
"Russian Federation","Europe",67.5,2007,8.72,73.55,9101.26,13.3828189291304,6,49.54,0.85,95.9,108.39,3.45,98,72.3,99,29.74,31.48,119.18,24.66
"Japan","Asia",82.93,2009,351.29,89.74,39322.6,14.9220405388171,5,68.48,0.03,100,99.63,7.77,98,100,94,14.98,52.45,91.32,78
"Japan","Asia",82.51,2007,351.17,88.01,34033.7,14.7309117503154,3.9,68.44,0.03,100,100.61,6.61,98,100,96,16.12,40.26,84.35,74.3
"Iceland","Europe",81.75,2009,3.18,93.51,40362.04,8.79273334824637,7.2,0.41,0.39,100,109.18,7.9,96,98.8,92,16.62,60.6,108.26,93
"Italy","Europe",81.43,2007,198.68,67.97,37716.45,14.0824857450017,6.1,30.14,0.12,100,94.81,6.65,97,99.5,90,18.84,37.68,150.96,40.79
"Israel","Asia",81.4,2009,345.91,91.76,27795.88,11.6769638145644,7.5,7.13,0.04,100,105.36,4.46,96,100,97,24.82,45.59,124.03,63.12
"Switzerland","Europe",81.09,2004,186.98,73.44,53255.98,12.3393948537772,4.3,30.68,0.06,100,101.01,6.4,93,99.9,82,31.86,71.53,85.43,67.8
"Israel","Asia",80.95,2008,337.74,91.7,29657.44,11.741820524605,6.1,7.13,0.04,100,104.13,4.41,94,100,98,25.53,45.36,126.39,59.39
"Korea, Rep.","Asia",80.3,2009,506.51,81.84,18338.71,13.0521627554517,3.6,64.15,0.03,97.6,109,4.06,94,100,93,34.35,55.84,99.54,81.6
"Switzerland","Europe",80.18,2001,182.93,73.32,38538.64,11.9963265092203,2.5,30.33,0.06,100,98.13,5.85,93,99.9,82,31.79,74.76,73.27,55.1
"Israel","Asia",80.15,2004,314.65,91.46,19888.17,11.2365756064151,10.4,7.14,0.05,100,99.89,4.47,95,100,97,27.77,44.77,111.65,22.77
"Israel","Asia",79.45,2002,303.6,91.33,18431.16,11.1206126845603,10.3,7.11,0.05,100,94.27,4.74,90,100,95,26.84,48.18,100.98,17.76
"Cyprus","Asia",79.15,2009,118.02,67.7,31673.46,9.70316046470078,5.4,18.71,0.08,100,85.28,3.31,99,100,87,48.32,38.01,89.64,49.81
"Korea, Rep.","Asia",78.97,2006,499.3,81.53,20917.03,13.18666405776,3.4,64.5,0.03,96.6,100.96,3.34,98,100,99,36.4,47.43,85,78.1
"Cyprus","Asia",78.86,2007,115.05,67.98,30915.49,9.62792836671995,3.9,18.71,0.1,100,91.93,2.58,97,100,87,47.78,38.5,92.97,40.77
"Finland","Europe",78.71,2004,17.16,82.77,37636.11,11.489344404377,8.8,72.9,0.42,100,97.59,6.02,98,97.5,97,20.5,45.29,95.4,72.39
"Cyprus","Asia",78.48,2004,109.94,68.41,23578.43,9.26481908751845,4.3,18.68,0.11,100,108.63,2.81,98,100,86,46.49,41.18,64.8,33.83
"Vietnam","Asia",74.3,2003,259.51,26.09,530.86,10.326839401514,2.3,40.43,0.08,81.7,92.08,1.55,99,58,93,62.87,5.28,3.29,3.78
"Barbados","North America",73.21,2001,629.5,33.65,11513.34,7.7636588608412,9.8,14.65,0.06,97.8,95.27,3.7,84,87.4,93,24.96,48.06,19.8,11.94
"Rwanda","Africa",61.28,2009,406.35,22.99,529.6,8.31403117296228,0.6,17.58,0.11,72.4,137.61,5.43,97,56.3,95,21.46,0.32,23.07,7.7
"Mauritania","Africa",59.99,2003,2.89,51.61,525.46,7.00356533382811,32.5,0.28,0.13,45.8,97.19,2.16,76,27.2,84,49.32,1.29,11.83,0.42
"Mauritania","Africa",59.87,2002,2.8,50.83,459.13,6.87962325840338,32.4,0.29,0.14,44.6,94.71,2.84,89,26,87,43.79,1.1,8.59,0.36
"Gabon","Africa",59.5,2001,4.89,80.85,3981.86,7.50883651152226,20.7,85.38,0.26,84.7,97.81,1.37,45,39,55,50.01,2.97,11.95,1.35
"Sudan","Africa",59.11,2003,15.94,32.65,466.03,9.32171983735919,14.8,11.98,0.48,59.9,98.3,1.11,69,24.5,65,65.17,2.56,1.44,0.54
"Sudan","Africa",58.33,2001,15.06,32.55,368.52,9.07946829737183,14.8,12.12,0.46,61.3,87.36,0.96,66,25.1,58,66.58,1.28,0.3,0.14
"Kenya","Africa",57.61,2008,67.2,22.8,938.57,10.2262624792808,9.4,7.3,0.14,58.5,111.53,1.65,85,28.7,90,46.34,1.67,42.05,8.67
"Gambia, The","Africa",57.34,2007,151.82,54,519.95,6.58537133468391,7.1,46.9,0.2,87.1,70.5,3.4,95,59,88,20.75,3.18,52.33,6.21
"Congo, Rep.","Africa",56.58,2009,11.57,62.79,2428.26,8.37128147790276,6.5,65.66,0.13,73.8,119.39,1.14,78,14.1,63,48.08,0.29,73.8,4.5
"Uganda","Africa",55.62,2008,155.22,13.89,459.11,9.25598368523801,3.6,15.13,0.21,69.3,105.72,2.52,71,17.5,70,43.19,0.53,26.92,7.9
"Congo, Rep.","Africa",54.63,2006,10.56,61.44,2144.83,8.17429434832653,6.6,65.77,0.14,72.2,105.77,1.49,73,13.6,61,36.57,0.38,25.16,2.01
"Congo, Rep.","Africa",52.44,2001,9.32,59.16,877.63,6.89815938530869,6.7,66,0.15,69.5,83.53,1.33,31,12.8,35,44.65,0.69,4.68,0.03
"Rwanda","Africa",51.86,2003,352.11,17.6,212.51,7.3940812215453,0.6,14.94,0.13,68.4,93.83,3.35,96,50,90,17.4,0.28,1.43,0.36
"Cameroon","Africa",51.66,2002,35.5,46.74,648.4,8.94895612713255,5.9,45.85,0.36,63.8,81.21,1.29,66,42.7,53,69.17,0.66,4.18,0.36
"Burundi","Africa",51.02,2007,331.56,9.86,159.27,6.92925254799296,7.2,8.17,0.1,73.8,104.45,3.78,99,46.1,88,37.68,0.34,3.24,0.7
"Tanzania","Africa",50.5,2001,39.4,22.67,306.24,8.95989499453261,5.1,58.16,0.24,54.4,75.47,1.6,87,9.6,86,46.74,0.51,0.79,0.17
"Nigeria","Africa",49.79,2007,161.57,40.82,1131.15,11.7684593012383,7.6,11.28,0.25,60.1,97.84,1.47,42,31.5,41,64.28,1.07,27.45,6.77
"Congo, Dem. Rep.","Africa",48.7,2009,28.16,39.44,286.05,9.62870064557007,8.2,68.13,0.11,50.4,103.05,2.36,72,26.4,72,37.53,0.07,15.64,0.56
"Congo, Dem. Rep.","Africa",48.44,2008,27.26,38.94,310.73,9.72743987374667,8.2,68.26,0.11,50,101.99,2.1,65,26,64,39.17,0.06,16.9,0.44
"Mozambique","Africa",47.53,2001,23.9,29.28,253.66,8.10594740734905,22.8,52.09,0.21,41.9,92.1,3.97,73,14.6,74,12.32,0.46,0.81,0.16
"Lesotho","Africa",44.88,2007,64.42,23.29,816.85,7.43445228339854,26.4,1.43,0.17,80.3,101.83,5.6,88,27.1,81,23.39,2.43,24.67,3.45
"Switzerland","Europe",81.99,2008,193.53,73.59,72119.56,12.6007838706903,3.4,31.07,0.05,100,101.86,6.7,95,99.9,92,24.84,63.08,116.25,79.2
"Cyprus","Asia",78.1,2001,104.06,68.77,14723.21,8.75016191723704,4,18.6,0.1,100,104.88,2.45,97,100,86,55.19,45.24,32.69,18.82
"Kenya","Africa",56.59,2007,65.45,22.42,857.93,10.0841047410526,9.4,7.24,0.14,57.7,108.43,1.87,81,28.5,80,44.11,1.23,30.06,7.95
"Nepal","Asia",67.98,2012,191.84,17.52,685.5,9.5991068304613,2.7,25.36,0.08,88.9,140.29,2.17,90,41.1,86,49.24,3.03,60.45,11.15
"Lesotho","Africa",48.84,2012,67.76,25.76,1158.8,7.71909430051507,27.2,1.52,0.14,81.2,98.65,9.55,96,29.3,92,14.77,2.47,75.3,4.59
"Norway","Europe",81.45,2012,13.74,79.67,101563.7,12.2171064980725,3.2,33.14,0.16,100,101.35,7.9,95,98.1,94,14.2,27.95,116.09,94.65
"Serbia","Europe",73.89,2008,84.04,55.11,6701.77,10.5204416270223,13.6,29.94,0.45,99.3,100.5,6.42,95,96.6,92,35.14,38.43,119.83,35.6
"Lithuania","Europe",72.91,2009,50.47,66.84,11837.39,10.1459261513693,13.7,34.47,0.65,94.6,112.5,5.49,98,90.1,96,26.46,24.09,159.95,59.76
"Latvia","Europe",72.42,2008,35.01,67.83,16323.77,9.93149855561256,7.4,53.56,0.54,98.8,118.24,4.12,94,84.8,96,33.68,27.73,107.5,63.41
"Honduras","North America",71.27,2004,60.36,47.88,1298.94,8.77741824632875,6,52.84,0.16,83.8,96.72,4.21,94,69.1,92,43.5,5.73,10.46,5.6
"Mozambique","Africa",47.59,2002,24.6,29.46,260.04,8.32639097527269,22.8,51.81,0.23,42.6,94.9,4.49,76,15,77,10.88,0.45,1.32,0.26
"Chad","Africa",47.12,2003,7.43,21.74,292.58,7.61882587123777,6.9,4.94,0.41,46.2,96.29,2.71,23,10.3,23,51.14,0.13,0.7,0.32
"Honduras","North America",71.96,2007,63.76,49.8,1720.77,9.16413830579001,2.9,49.62,0.15,85.9,106.54,3.64,94,73.3,96,51,11.44,58.3,9.4
"El Salvador","North America",70.35,2004,285.96,61.11,2666.34,9.57867112231062,6.8,15.14,0.12,85.2,96.29,3.64,90,65.9,93,46.44,14.67,30.29,3.2
"Switzerland","Europe",81.49,2006,189.39,73.51,57348.93,12.3840194805007,4,30.89,0.05,100,99.74,6.14,94,99.9,87,30.79,67.12,99.39,75.7
"Cyprus","Asia",78.35,2003,108.02,68.55,20110.12,9.07739166669927,4.1,18.65,0.11,100,103.99,3.08,98,100,86,43.43,42.49,55.28,30.09
"Barbados","North America",74.12,2006,639.63,32.76,15646.82,8.03171037532204,8.7,14.65,0.05,98.5,97.65,3.41,84,90.8,92,28.63,48.84,86.25,55.3
"Bulgaria","Europe",72.56,2004,71.54,70.23,3353.56,9.77974636479112,12,33.06,0.43,99.6,110.21,4.44,95,85.8,95,38.22,35.21,61.07,18.13
"Bulgaria","Europe",71.87,2002,72.32,69.52,2079.23,9.31117435834051,18.1,32.03,0.43,99.7,103.91,4.65,93,85.8,92,38.15,36.49,33,9.08
"Mauritania","Africa",59.77,2001,2.71,50.04,463.27,6.86140762944374,32.4,0.3,0.16,43.3,89.61,1.86,75,24.8,58,53.84,0.89,3.96,0.26
"Ghana","Africa",57.79,2003,89.24,45.95,375.88,8.73508779105475,8.1,39.53,0.21,74.5,93.23,1.58,80,11.3,80,31.92,1.43,3.92,1.19
"Malawi","Africa",49.89,2006,139.08,15.14,237.7,7.87260757747072,7.8,35.73,0.25,73.7,116.22,4.83,99,37,85,8.8,0.98,4.66,0.43
"Swaziland","Africa",46.77,2007,65.98,21.78,2690.93,7.73464632959168,23,31.97,0.16,64.8,98.65,4.82,87,55.1,94,13.37,3.95,33.48,4.1
"Malawi","Africa",46.71,2002,125.04,14.79,226.08,7.70780428676873,7.7,37.13,0.24,66.2,83.14,2.22,64,35.2,69,16.53,0.61,0.72,0.22
"Albania","Europe",74.73,2001,111.69,42.44,1326.97,7.97794751678517,22.7,28.17,0.19,96.2,89.4,2.29,97,84.2,95,61.69,6.01,11.95,0.33
"Venezuela, RB","South America",74.49,2012,33.85,88.85,12771.6,12.3282866056813,8.1,53.48,0.09,92.9,123.3,1.57,81,94,87,61.16,25.53,102.05,49.05
"Kuwait","Asia",73.9,2007,142.46,98.22,45159.34,10.46018365376,1.5,0.33,0,99,107.02,1.68,99,100,99,18.98,21.07,55.83,34.8
"Congo, Dem. Rep.","Africa",48.21,2007,26.39,38.45,273.49,9.52693492134143,8.2,68.4,0.11,49.7,101.18,1.21,70,25.6,68,50.14,0.01,11.53,0.37
"Costa Rica","North America",79.08,2009,87.9,70.57,6546.57,9.87794818154703,7.8,50.57,0.05,97,109.11,7.02,86,93.7,81,24.66,32.59,42.39,34.33
"Ecuador","South America",74.45,2004,54.4,61.51,2708.56,10.1576377894416,6.7,54.01,0.09,81.8,99.51,1.43,88,74.2,99,66.08,11.76,26.2,4.83
"Dominican Republic","North America",71.91,2006,193.94,68.71,3836.48,10.2965146280254,16.4,34.87,0.09,86.4,107.28,1.78,89,80.4,81,49.54,9.46,48.59,14.84
"Romania","Europe",71.59,2004,93.27,53.04,3552.92,10.8652945237029,7.7,27.77,0.42,90,109.27,4.07,97,75.2,97,24.25,19.8,46.1,15
"Estonia","Europe",71.32,2003,32.34,68.99,7174.24,8.6054494598735,10.7,53.04,0.4,99.1,90.81,3.78,94,97,95,20.41,34.42,78.41,45.32
"Russian Federation","Europe",67.85,2008,8.72,73.6,11635.27,13.5769553295068,6.2,49.62,0.85,96.1,111.32,3.42,98,72.3,99,40.02,31.7,138.87,26.83
"Guinea","Africa",53.94,2007,41.32,33.6,407.21,8.1837072912502,2,27.07,0.28,69.8,104.17,0.42,63,16.3,57,76,0.22,19.91,0.78
"Macedonia, FYR","Europe",74.45,2008,81.46,57.13,4821.54,8.96052168166417,33.8,39.19,0.21,99.3,114.56,4.78,95,90.5,98,31.01,21.78,93.75,46.04
"Hungary","Europe",72.65,2004,112.78,65.9,10254.24,10.9472794567481,6.1,21.98,0.45,99,110.57,5.72,99,98,99,24.91,35.22,86.26,27.74
"Romania","Europe",71.01,2002,94.53,52.78,2124.87,10.3594435998977,8.1,27.74,0.43,87.6,84.46,3.77,98,74.4,98,17.81,18.95,22.97,6.58
"Mali","Africa",51.99,2006,10.91,32.83,460.01,8.2938371175207,8.3,4.45,0.43,58.7,106.24,3.17,78,20.6,68,51.45,0.67,12.27,0.73
"Burkina Faso","Africa",51.72,2003,46.24,20,332.42,8.01754486824037,2.8,22.18,0.4,65.4,102.02,2.56,79,13.2,76,49.4,0.53,1.88,0.37
"Sweden","Europe",81.7,2013,23.57,85.51,60283.25,12.5064811917819,8.1,68.92,0.27,100,93.43,7.91,98,99.3,97,16.32,41.04,125.53,94.78
"Norway","Europe",81.45,2013,13.91,79.94,102832.26,12.2555426261911,3.5,33.15,0.16,100,104.44,8.18,94,98.1,93,13.95,24.52,116.27,95.05
"Korea, Rep.","Asia",80.97,2011,511.98,82.04,24155.83,13.3257647520752,3.4,63.91,0.03,97.6,99.31,4.12,99,100,99,35.48,60.47,107.74,83.76
"Greece","Europe",80.73,2011,86.29,76.65,25872.01,12.2116029750285,17.7,30.51,0.23,100,87.1,6.6,99,98.8,99,28.45,51.67,109.08,51.65
"Denmark","Europe",80.3,2013,132.33,87.32,59818.63,12.0068309064012,7,14.19,0.43,100,102.62,9.07,94,99.6,89,12.79,37.28,127.12,94.63
"Saudi Arabia","Asia",75.29,2011,13.39,82.3,23256.1,12.1106785772073,5.8,0.45,0.11,97,108.9,2.9,98,100,98,16.46,16.69,194.51,47.5
"Barbados","North America",74.97,2011,652.56,31.91,15530.89,8.13637191422083,11.2,14.65,0.04,99.3,93.33,3.98,91,94.2,93,31.66,49.92,123.46,67
"Slovenia","Europe",80.28,2013,102.28,49.76,23144.12,10.1739371195971,10.2,61.95,0.08,99.5,83.12,6.56,95,99.1,94,12.11,38.53,110.21,72.68
"Korea, Rep.","Asia",78.43,2005,497.04,81.35,18657.52,13.056438423613,3.7,64.58,0.03,96.1,99.84,3,96,100,99,37.83,50.83,81.52,73.5
"Poland","Europe",76.85,2013,124.23,60.62,13776.45,12.6732762019785,10.4,30.67,0.28,98.2,107.48,4.64,99,96.5,98,22.81,14.33,149.08,62.85
"Kuwait","Asia",73.36,2000,108.28,98.11,19545.19,9.65897160498292,0.8,0.27,0.01,99,80.05,1.91,98,100,99,22.02,24.5,24.97,6.73
"Russian Federation","Europe",69.66,2011,8.73,73.73,13323.88,13.7348520640666,6.5,49.77,0.84,96.5,117.47,3.61,97,72.3,98,42.55,30.78,142.05,49
"Switzerland","Europe",82.04,2009,195.97,73.63,69672,12.6034053417021,4.1,31.16,0.05,100,104.83,7.21,95,99.9,92,24.67,66.28,120.4,81.3
"Japan","Asia",81.76,2003,350.39,83.2,33690.94,14.7237660576526,5.2,68.34,0.03,100,99.2,6.42,97,100,98,16.41,47.6,68.49,48.44
"Iceland","Europe",81.45,2007,3.11,93.28,68344.56,9.39396191675282,2.3,0.39,0.4,100,108.49,7.5,97,98.8,95,16.04,61.21,106.93,90.6
"Japan","Asia",81.42,2001,348.83,79.99,32716.42,14.6845077373868,5,68.28,0.03,100,101.5,6.35,95,100,98,15.15,48.68,59.39,38.53
"Iceland","Europe",80.96,2003,2.89,92.79,39019.69,8.77021549378291,3.4,0.33,0.45,100,99.01,8.48,97,98.8,93,16.98,66.41,96.46,83.14
"Iceland","Europe",80.69,2001,2.84,92.53,28516.05,8.41718941389516,2.3,0.3,0.45,100,94.53,7.56,92,98.8,88,19.04,69.19,87.35,49.39
"Switzerland","Europe",80.39,2002,184.32,73.36,41336.72,12.0758019311118,2.9,30.44,0.06,100,100.19,6.12,93,99.9,82,31.56,74.4,79.21,61.4
"Belgium","Europe",79.98,2009,356.56,97.59,44880.56,12.4380462172157,7.9,22.45,0.08,100,95.41,8.07,98,99.5,95,19.97,42.68,108.4,70
"Belgium","Europe",79.78,2007,350.91,97.5,44403.83,12.3741611834236,7.5,22.36,0.08,100,97.56,6.97,98,99.5,92,22.3,45.39,100.56,64.44
"Belgium","Europe",79.68,2008,353.7,97.55,48424.59,12.490120986469,7,22.4,0.08,100,92.13,7.42,99,99.5,93,21.06,43.95,105.28,66
"Greece","Europe",79.04,2004,85.77,74.07,21755.35,11.9445894328226,10.5,28.87,0.24,99.3,99.42,5.13,95,96.8,95,35.22,57.56,84.5,21.42
"Finland","Europe",78.12,2002,17.07,82.5,26834.03,11.119345992023,9,73.29,0.42,100,100.88,5.66,98,97.5,96,21.27,52.41,86.86,62.43
"Finland","Europe",77.97,2001,17.03,82.37,24913.24,11.0280102485668,9.1,73.49,0.42,100,97.68,5.34,98,97.4,96,21.79,54.09,80.48,43.11
"Korea, Rep.","Asia",76.84,2002,492.02,80.3,12788.58,12.7294785546269,3.3,64.83,0.04,94.5,100.26,2.64,97,100,97,36.84,55.47,69.71,59.4
"Korea, Rep.","Asia",76.34,2001,489.53,79.94,11255.95,12.5830636878574,4,64.93,0.04,94,103.49,2.78,97,100,96,35.84,55.8,62.88,56.6
"Barbados","North America",74.64,2009,647.6,32.24,16526.25,8.05706068196577,10,14.65,0.05,99,99.3,4.15,93,92.8,94,26.82,48.64,120.81,64.7
"Tunisia","Africa",73.05,2003,63.34,64.59,2790,9.75659182511612,14.5,5.69,0.28,91.8,109.71,2.83,95,84.2,90,37.77,11.82,19.47,6.49
"Turkey","Asia",70.55,2001,83.39,65.33,3053.87,11.8060131258676,8.4,13.36,0.37,93.2,87.01,3.51,88,88.6,91,22.85,29.49,30.53,5.19
"Algeria","Africa",70.33,2008,14.62,66.1,4912.25,10.8515209139564,11.3,0.74,0.22,86.6,95.96,3.06,93,86.1,88,26.15,8.59,75.66,10.18
"Fiji","Oceania",67.79,2001,44.57,48.3,2038.9,7.12028267783316,6.1,53.85,0.21,91.1,92.97,2.63,91,76.2,83,12.64,11.32,9.93,1.86
"Nepal","Asia",66.65,2009,185.51,16.48,483.4,9.2356805797096,2.7,25.36,0.08,86.1,112.21,2.4,89,36.3,90,48.66,3.06,21.09,1.97
"Mongolia","Asia",66.64,2009,1.72,66.58,1717.07,7.88798935491112,5.9,8.17,0.23,62.5,145.19,3.89,95,55.8,94,36.86,7.07,84.16,10
"Nepal","Asia",65.72,2007,181.82,15.82,396.17,9.03146726244736,2.3,25.36,0.09,84.1,100.39,1.95,82,33.1,81,53.48,2.7,12.6,1.41
"Madagascar","Africa",62.47,2008,34.27,30.67,472.38,8.93628766301077,4.3,21.78,0.16,45,109.13,2.22,77,11.1,70,38.52,0.83,24.27,1.65
"Madagascar","Africa",61.62,2006,32.37,29.43,292.99,8.41444481670131,3.9,21.98,0.16,43.1,104.77,2.65,85,10.9,71,37.18,0.69,5.56,0.61
"Sudan","Africa",60.66,2007,17.87,32.87,1081.16,10.2023513755503,14.7,11.68,0.45,57,101.5,2.03,84,23.4,79,63.22,0.85,20.36,8.66
"Namibia","Africa",60.18,2008,2.57,39.6,4011.3,8.58215099964069,37.6,9.03,0.38,85.6,89.68,3.88,83,31.3,73,8.14,6.89,49.84,5.33
"Senegal","Africa",59.26,2003,55.44,40.78,642.63,8.56981789907964,8.7,45.51,0.27,69.6,93.4,2.09,73,41.7,60,54.97,2.14,7.33,2.1
"Benin","Africa",58.51,2009,81.95,41.46,768.01,8.55528634603733,1.2,40.89,0.27,73.7,118.78,2.34,79,16.7,71,42.94,1.38,54.47,2.24
"Ghana","Africa",57.42,2002,86.97,45.28,311.62,8.53671538723832,9.8,39.41,0.21,73.1,90.08,1.51,78,11,78,32.34,1.39,1.95,0.83
"Guinea","Africa",54.93,2009,43.61,34.43,430.2,8.23128021984895,1.6,26.78,0.27,71.8,110.43,1.35,57,17.3,53,57.17,0.21,32.94,0.94
"Togo","Africa",53.69,2002,94.55,33.81,286.76,7.16859530546582,7.2,8.2,0.46,54.8,89.69,0.91,59,11.4,48,69.1,1,3.22,1
"Burundi","Africa",52.09,2009,355.83,10.38,190.39,7.28984257643559,7.1,9.29,0.1,74.4,112.46,3.09,94,46.7,91,37.54,0.35,10.31,0.9
"Malawi","Africa",50.86,2007,143.17,15.24,270.24,7.87484178149943,7.5,35.38,0.22,75.5,135.53,3.63,87,37.4,83,16.36,1.28,7.66,0.97
"Burkina Faso","Africa",50.86,2001,43.65,18.54,235.51,7.64488585157499,2.3,22.62,0.38,61.8,89.82,1.85,62,12.1,63,59.09,0.49,0.64,0.16
"Rwanda","Africa",50.44,2002,346.13,16.78,196.44,7.31348701820773,0.6,14.61,0.13,67.7,98.92,2.18,88,48.9,69,24.69,0.28,0.92,0.29
"Mali","Africa",50.02,2002,9.61,29.81,272.03,7.68052200077025,8.4,4.71,0.42,50.6,80.32,2.53,61,18.9,56,59.59,0.52,0.42,0.23
"Rwanda","Africa",49.13,2001,337.62,15.83,201.06,7.27491605393259,0.6,14.28,0.12,67,80.35,2.14,77,47.8,69,23.53,0.25,0.74,0.24
"Burundi","Africa",48.8,2002,278.81,8.68,115.28,6.64994264013263,7.3,7.45,0.14,72.4,100.36,2.37,81,44.8,75,50.69,0.31,0.74,0.12
"Burundi","Africa",48.49,2001,270.51,8.46,126.22,6.67759970076855,7.3,7.58,0.14,72.1,98.09,2.39,81,44.6,73,48.16,0.3,0.49,0.11
"Cote d'Ivoire","Africa",48.27,2007,59.32,48.27,1078.54,9.54912422047705,4.1,32.72,0.15,79.8,101.15,1.47,76,19.9,67,63.13,1.38,41.61,1.8
"Mozambique","Africa",48.23,2007,28.43,30.36,418.91,8.87732196401608,22.6,50.4,0.23,46.3,107.5,3.52,75,17.4,75,8.03,0.35,13.89,0.91
"Cote d'Ivoire","Africa",46.27,2001,53.04,44.2,663.64,8.93762441311996,4.1,32.53,0.17,78.2,90.79,1.37,66,17.9,71,55.46,1.79,4.44,0.4
"Lesotho","Africa",45.67,2001,61.64,20.07,377.45,6.66615494431736,36.9,1.39,0.18,79.1,116.31,4.37,78,24.3,70,30.14,1.14,3.05,0.26
"Iceland","Europe",81.61,2008,3.17,93.4,55229.61,9.1303204973753,3,0.4,0.39,100,110.05,7.54,98,98.8,96,15.96,64.48,108.9,91
"Iceland","Europe",81,2004,2.91,92.91,46921.13,8.96224176738706,3.1,0.35,0.44,100,99.06,8.02,99,98.8,93,17.44,64.97,98.94,83.88
"Korea, Rep.","Asia",79.83,2008,504.47,81.73,20474.89,13.1704586335144,3.2,64.26,0.03,97.6,105.71,3.62,94,100,92,35.84,50.88,95.28,81
"Greece","Europe",79.44,2006,86.33,74.83,24561.38,12.0751428942714,8.9,29.34,0.23,99.6,97.73,6.05,98,97.4,98,32.87,55.83,99.34,32.25
"Korea, Rep.","Asia",77.85,2004,496.17,81,15921.94,12.8793072042448,3.7,64.67,0.03,95.6,99.2,2.76,88,100,99,38.28,50.36,78.17,72.7
"Saudi Arabia","Asia",74.86,2009,12.75,81.87,15655.08,11.9691918564484,5.4,0.45,0.12,97,101.53,3.18,98,100,98,19.41,15.57,167.43,38
"Saudi Arabia","Asia",74.41,2007,12.13,81.43,15947.41,11.6601439727175,5.7,0.45,0.13,97,103.44,2.71,96,100,96,17.19,15.42,109.59,30
"Mauritania","Africa",60.86,2009,3.4,56,1045.79,7.76520005627303,31.1,0.24,0.11,53.1,101.6,2.26,64,34.4,59,49.17,2.12,62.06,2.28
"Namibia","Africa",54.92,2004,2.43,35.67,3298.9,8.33113827429712,21.9,9.4,0.41,82.1,94.78,3.21,81,29.3,70,3.75,6.39,14.28,3.8
"Burkina Faso","Africa",54.09,2008,53.76,23.99,569.01,8.6699468959277,3.3,21.09,0.41,74.6,114.48,4.01,93,16.2,94,38.06,1.01,20.63,0.92
"Mali","Africa",52.45,2007,11.28,33.61,519.31,8.43853735492545,8.5,4.38,0.42,60.8,120.34,3.38,74,21.1,66,51.42,0.63,19.89,0.81
"Vietnam","Asia",75.17,2009,277.44,29.76,1232.37,11.1771957725948,2.6,44.89,0.07,89.9,115.94,2.5,96,68.1,97,50.78,19.76,111.37,26.55
"Belize","North America",73.7,2012,14.76,44.5,4674.29,6.99723942947912,14.4,60.56,0.23,99.3,101.89,3.47,98,90.2,96,24.49,7.84,53.21,31
"Oman","Asia",73.62,2003,7.71,71.51,9070.49,9.00357693115682,7.9,0.01,0.01,86.2,77.38,2.64,99,91.5,98,10.6,9.89,24.86,7.26
"Guyana","South America",66.05,2012,3.85,28.32,3759.38,7.8561723878413,11.2,84.1,0.55,95.9,113.54,4.33,97,83.6,99,31.34,19.39,68.78,33
"Sudan","Africa",61.86,2012,20.49,33.32,1662.29,10.7883400411254,14.6,8.31,0.43,55.5,101.92,1.5,92,23.5,85,74.46,1.14,74.36,21
"Niger","Africa",51.41,2001,9.19,16.27,167.09,7.38907587906049,5,1.04,1.2,44.7,84.21,1.84,36,6.8,39,63.76,0.19,0.02,0.11
"Mali","Africa",50.53,2003,9.91,30.55,349.21,7.89138685182531,8.6,4.64,0.49,52.7,94.52,2.74,63,19.3,57,55.1,0.54,2.2,0.31
"Tanzania","Africa",51.16,2002,40.48,23.04,310.21,8.95829181714745,3.6,57.71,0.24,54.4,94.29,1.53,89,9.9,89,48.49,0.45,1.69,0.22
"Guatemala","North America",71.66,2012,143.42,50.21,3278.63,10.6760291537539,2.9,34.05,0.07,92,143.64,2.24,96,62.9,93,54.6,11.56,137.82,16
"Burkina Faso","Africa",55.86,2012,60.64,27.35,673.03,8.78184867518878,3.3,20.21,0.36,81.7,128.64,3.59,90,18.6,87,34.35,0.86,60.61,3.73
"Cameroon","Africa",54.59,2012,45.82,52.68,1222.19,9.92221411088165,4.1,41.2,0.29,74.1,154.89,1.62,85,45.2,82,63.66,3.4,60.41,5.7
"Rwanda","Africa",63.49,2012,438.48,25.89,667.41,8.6302164729494,0.6,18.63,0.11,74.3,168.63,6.6,98,59.1,97,18.83,0.39,49.67,8.02
"Egypt, Arab Rep.","Africa",70.91,2012,86.05,43,3068.19,12.2644721583325,12.7,0.07,0.03,98.8,118.37,1.91,93,94.7,93,59.58,10.6,119.92,26.4
"Costa Rica","North America",78.04,2002,79.58,61.75,4145.59,9.34327646244353,6.4,47.43,0.05,95.5,85.14,6.09,94,92,94,21.98,25.35,12.27,19.89
"Estonia","Europe",74.82,2009,31.48,68.22,14726.31,9.25584610066867,13.8,52.79,0.45,99.4,116.54,5.22,95,97.1,95,20.32,37.82,120.54,72.5
"Sri Lanka","Asia",73.66,2009,326.1,18.33,2057.03,10.2076800743024,5.9,33.58,0.05,89.9,113.74,1.51,97,90.6,97,44.34,16.68,79.15,8.78
